Business Name,Industry,City,State,ZIP,Street Address,Website,LinkedIn,Employees,Est. Revenue,US Locations,What They Do,Source,Verification Status
Wysong Tree Service Chattanooga,Facilities Services,Chattanooga,TN,37421,1302 Springview Drive,treeservicechattanoogatn.com,https://www.linkedin.com/company/wysong-tree-service-chattanooga,11-50,1M-5M,1,"Wysong Tree Service in Chattanooga TN is an accredited tree removal business. We provide tree removal, tree cutting and tree trimming services to meet your personal needs. Whether it is for your home of office, Wysong Tree Service of Chattanooga TN is here to help. Call us at (423) 227-2533","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"YERBEY CONCRETE CONSTRUCTION, INC.",Construction,Chattanooga,TN,37408,1928 Central Avenue,yerbey.com,https://www.linkedin.com/company/yerbey-concrete-construction-inc.,11-50,1M-5M,1,"Yerbey Concrete provides commercial concrete construction services with a focus on concrete pouring and finishing. The company works on foundations, poured walls, slabs on grade, concrete paving, sidewalks, curbs and gutters, pervious concrete and similar structures. It offers design-build services,","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
YOUNG ELECTRIC COMPANY,Construction,Chattanooga,TN,37407,3907 Dodds Avenue,youngelectric.net,https://www.linkedin.com/company/young-electric-company,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Zenbuild.com,Wholesale Building Materials,Chattanooga,TN,37404,1645 South Holtzclaw Avenue,zenbuild.com,https://www.linkedin.com/company/brickhunter-usa-llc,11-50,10M-25M,1,Zenbuild.com the first and only E-Commerce marketplace for brick. Save time | Save money | Delivered to your project,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Milco National Constructors,Construction,Collegedale,TN,37363,9384 Jac Cate Road,milconational.com,https://www.linkedin.com/company/milco-national-constructors-inc.,51-200,10M-25M,2,"Since 1978, Milco National Constructors has executed a diverse portfolio of tank and vessel projects for the heavy industrial market. We design and build high-quality field erected tanks and vessels safely, on time, and within budget- no matter the complexity.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
AAA Window Mfg,Construction,East Ridge,TN,37412,1232B Greenslake Road,windowschattanooga.com,https://www.linkedin.com/company/aaa-window-mfg,11-50,5M-10M,1,"AAA Windows is a window manufacturing company based in Chattanooga, Tennessee, serving the Chattanooga and Northwest Georgia areas for over 20 years. Owned and operated by brothers Rick and Jeff Adkins, AAA Windows specializes in constructing custom windows and screens for residential and commercial","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
American Wholesale Supply,Wholesale Building Materials,East Ridge,TN,37412,5319 Ringgold Road,americanwholesale.com,https://www.linkedin.com/company/american-wholesale-supply,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Scenic City Services,Facilities Services,East Ridge,TN,37412,4143 Ringgold Road,sceniccityservices.com,https://www.linkedin.com/company/scenic-city-services,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
TENNESSEE VALLEY FOREST PRODUCTS LLC,Environmental Services,East Ridge,TN,37412,6748 Jordan Run Road,tnvfp.com,https://www.linkedin.com/company/tennessee-valley-forest-products-llc,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Land Design,Construction,Ooltewah,TN,37363,5419 Woodbridge Drive,chattanoogalanddesign.com,https://www.linkedin.com/company/chattanooga-land-design,1-10,1M-5M,2,"Chattanooga Land Design is a full service design/build firm specializing in custom landscaping and outdoor structures. With over 20 years of experience, and being an expert in the Chattanooga, TN landscaping market, we understand that your landscape is ever changing and strive to create amazing desi","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Dos Santos Enterprise,Truck Transportation,Ooltewah,TN,37363,8501 Providence Road,dossantosenterprise.com,https://www.linkedin.com/company/dos-santos-enterprise,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
GrimeBusters Power Washing,Facilities Services,Ooltewah,TN,37363,,grimebusterstn.com,https://www.linkedin.com/company/grimebusters-power-washing,1-10,500K-1M,1,"GrimeBusters Power Washing specializes in exterior building cleaning, roof cleaning, concrete cleaning, brick cleaning and other power washing services. We also offer RV washes, window washing, and much more!","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Magic Pipe LLC,Construction,Ooltewah,TN,37363,,magicpipellc.com,https://www.linkedin.com/company/magic-pipe-llc,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Moore’s Roofing Repair,Construction,Ooltewah,TN,37363,6431 Ooltewah Georgetown Road,mooresroofingrepair.com,https://www.linkedin.com/company/moore’s-roofing-repair,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Pro-Seal & Paving,Construction,Ooltewah,TN,37363,7909 Old Lee Highway,pro-sealasphalt.net,https://www.linkedin.com/company/pro-seal-paving,11-50,10M-25M,2,"Pro Seal Paving is a Construction company located in DRAWER 11, Hallstead, Pennsylvania, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
SERVPRO of Chattanooga,Facilities Services,Ooltewah,TN,37363,9028 Jetrail Drive,servprochattanooga.com,https://www.linkedin.com/company/servpro-of-east-chattanooga,11-50,1M-5M,1,"SERVPRO of Chattanooga understands the stress and worry that comes with a fire or water damage and the disruption it causes your life and home or business. Our goal is to help minimize the interruption to your life and quickly make it ""Like it never even happened."" SERVPRO of East Chattanooga specia","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
SERVPRO Team Cuthbertson,Facilities Services,Ooltewah,TN,37363,9028 Jetrail Drive,servpro.com,https://www.linkedin.com/company/servpro-team-cuthbertson,51-200,10M-25M,3,"Team Cuthbertson provides cleaning, restoration, and construction services in Tennessee and Florida. We offer 24 hour residential and commercial services such as water damages, fire response, and bio-hazard clean up, and more. As a locally owned and operated business, we are dedicated to helping you","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"TALCO INDUSTRIAL CHEMICALS, INC.",Janitorial Services,Ooltewah,TN,37363,5906 Main Street,talcoindustrialchemicals.com,https://www.linkedin.com/company/talco-industrial-chemicals-inc.,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
THE RESTORATION INSTITUTE,Facilities Services,Ooltewah,TN,37363,9028 Jetrail Drive,restoration-institute.com,https://www.linkedin.com/company/the-restoration-institute-tn,1-10,500K-1M,1,"We offer IICRC courses in Carpet Cleaning, Fire and Smoke Damage, Biohazard Cleanup, Upholstery and Fabric Cleaning, and Water Damage Restoration. We also offer a range of Management Training courses. Our IICRC certification courses are open to all restoration service providers and are available for","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Walls Come Alive,Construction,Ooltewah,TN,,East Brainerd Road,gmail.com,https://www.linkedin.com/company/walls-come-alive,1-10,1M-5M,2,Walls Come Alive is a WIA Wallcovering Installer in the Chattanooga and surrounding areas.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
WCM Roofing Construction & Restoration,Construction,Ooltewah,TN,37363,9432 Bradmore Lane,wcmroofing.com,https://www.linkedin.com/company/wcm-roofing-construction-restoration,11-50,10M-25M,2,"At WCM Roofing, we believe a roof is more than just shingles and structure...its protection for what matters most. Whether safeguarding your home, securing your business, or supporting critical government facilities, our mission is simple: deliver uncompromising quality, lasting results, and peace o","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Whitener Paving & Construction,Construction,Ooltewah,TN,37363,6804 Ooltewah Georgetown Road,whitenerconstructiontn.com,https://www.linkedin.com/company/whitener-paving-&-construction,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
FLEET RESERVE ASSOCIATION BRANCH 238,Truck Transportation,Signal Mountain,TN,37377,901 Kentucky Avenue,frabranch5.org,https://www.linkedin.com/company/fleet-reserve-association-branch-238,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Lit Systems,Construction,Signal Mountain,TN,37377,1807 Taft Highway,litsystems.com,https://www.linkedin.com/company/lit-systems,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Polaris Travel,Construction,Signal Mountain,TN,37377,1210 Taft Highway Suite G,yelp.com,https://www.linkedin.com/company/polaris-travel,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Video Park,Facilities Services,Signal Mountain,TN,37377,1210 Taft Highway Number D,videopark.com,https://www.linkedin.com/company/video-park,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
WALDENS RIDGE UTILITY DISTRICT OF HAMILTON COUNTY INC,"Water, Waste, Steam, And Air Conditioning Services",Signal Mountain,TN,37377,3900 Taft Highway,wrud.org,https://www.linkedin.com/company/waldens-ridge-utility-district-of-hamilton-county-inc,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Affinity Environmental Group,Environmental Services,Soddy Daisy,TN,37379,9916 Walden Street,affinityenvironmental.com,https://www.linkedin.com/company/affinity-environmental-group,1-10,500K-1M,1,Affinity Environmental Group is an environmental services company based out of United States.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Complete Backflow Services,"Water, Waste, Steam, And Air Conditioning Services",Soddy Daisy,TN,37379,1779 Ritz Way,completebackflowservices.com,https://www.linkedin.com/company/complete-backflow-services,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Construction More,Construction,Soddy Daisy,TN,37379,1533 North Winer Drive,more-than-construction.com,https://www.linkedin.com/company/construction-more,11-50,10M-25M,2,"Construction More is a construction company based out of 1533 N Winer Dr, Soddy Daisy, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Cross Cabinets,Construction,Soddy Daisy,TN,37379,11279 Wall Street,crosscabinets.com,https://www.linkedin.com/company/cross-cabinets,1-10,1M-5M,1,Cross Cabinets specializes in building and remodeling cabinets for residential properties.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Everest Plumbing,Construction,Soddy Daisy,TN,37379,2328 Holly Hill Road,everestplumbing.ca,https://www.linkedin.com/company/everest-plumbing,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
George Wright Construction,Construction,Soddy Daisy,TN,37379,136 Bean Street,georgewrightconstruction.com,https://www.linkedin.com/company/george-wright-construction,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Hines Designs Landscaping,Facilities Services,Soddy Daisy,TN,37379,146 Pottery Lane,hineslandscapes.com,https://www.linkedin.com/company/hines-designs-landscaping,1-10,500K-1M,1,"Hines Designs Landscaping can help you with landscape design, construction and its future maintenance. To learn more, just call us today at (423) 314-2982.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Hughes Carpentry,Construction,Soddy Daisy,TN,37379,286 Montlake Road,hughescarpentry.com,https://www.linkedin.com/company/hughes-carpentry,11-50,1M-5M,1,"Hughes Carpentry is a carpenter and cabinet contractor serving Zion, Libertyville, Lake Forest, Highland Park, Lake Zurich, Lincolnwood and more.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Koala Insulation of Chattanooga,Wholesale Building Materials,Soddy Daisy,TN,37379,8494 Gulf View Drive,koalainsulation.com,https://www.linkedin.com/company/koala-insulation-of-chattanooga,1-10,1M-5M,1,"Delivering Efficiency, Improving Comfort. Not having enough insulation in your attic can cost you a fortune! It is our goal to improve the comfort of your home or business and lower your heating and cooling costs in a way that is as effortless to you as possible. Our crews are respectful and clean, ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Sequoyah Nuclear Plant,Construction,Soddy Daisy,TN,37379,Sequoyah Access Road,tva.gov,https://www.linkedin.com/company/sequoyah-nuclear-plant,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
US Rope Access Llc dba Top Glass,Facilities Services,Soddy Daisy,TN,37379,8418 Gulf View Drive Suite B,usropeaccess.com,https://www.linkedin.com/company/usropeaccess,1-10,500K-1M,1,"US Rope Access Llc dba Top Glass provides simplified access solutions for previously non-accessible or difficult to reach areas. Offering building maintenance inclusive of pressure washing, painting, window cleaning, and weatherproofing, to inspection and consulting. US Rope Access (USRA) utilizes t","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
